"","country","species","area","year","value","value.kg","relative.value","production","native","fishmeal","intensity","hatchery","habitat","waste","ecol.score","msi"
"10780","Portugal","Marine molluscs nei","Atlantic, Northeast",2010,0,0,0,23.15,5,5,5,6,4,5,5,5.3
"10782","Portugal","Octopuses nei","Atlantic, Northeast",2010,46.38,0.000939627228525122,6.66281799620533e-05,49360,5,5,5,6,8,5,5.7,5.7
"10786","Portugal","Sargo breams nei","Atlantic, Northeast",2010,2128.37,0.144139916023297,0.00305755539857342,14766,6,3,3,6,4,3,4.2,4.8
"10787","Portugal","Sea mussels nei","Atlantic, Northeast",2010,0,0,0,1312,5,10,7,6,7,8,7.2,6.5
"10836","Saudi Arabia","Flathead grey mullet","Indian Ocean, Western",2010,485123.84,694.76103457165,0.841039752128241,698.26,10,3,5,5,5,5,5.5,5.7
"10837","Saudi Arabia","Giant tiger prawn","Indian Ocean, Western",2010,238.84,0.00337196990018495,0.000414067332576995,70831,10,1,1,3,5,1,3.5,4.2
"10895","South Africa","Giant tiger prawn","Atlantic, Southeast",2010,477.68,0.0279934364744491,0.0069837850103014,17064,1,3,3,7,5,5,4,4.7
"10898","South Africa","Kuruma prawn","Atlantic, Southeast",2010,1650,705.128205128205,0.0241233571993747,2.34,1,3,3,7,5,5,4,4.7
"10900","South Africa","Mediterranean mussel","Atlantic, Southeast",2010,1069.25,1.79404362416107,0.015632666476019,596,1,10,7,7,7,9,6.8,6.2
"10901","South Africa","Mullets nei","Atlantic, Southeast",2010,4760.27,74.37921875,0.0695961779245258,64,5,5,4,6,5,6,5.2,5.4
"10902","South Africa","Pacific cupped oyster","Atlantic, Southeast",2010,0,0,0,2858,1,10,7,7,7,9,6.8,6.1
"10904","South Africa","Red bait","Atlantic, Southeast",2010,195.8,0.00926513036483225,0.00286263838765913,21133,1,5,4,7,5,6,4.7,5
"10905","South Africa","Sea mussels nei","Atlantic, Southeast",2010,0,0,0,6885,5,10,7,7,7,8,7.3,6.5
"10923","Spain","Cupped oysters nei","Atlantic, Northeast",2010,40.3,2.61688311688312,5.39740931959926e-06,15.4,5,10,10,7,8,10,8.3,7.2
"10925","Spain","European eel","Atlantic, Northeast",2010,75731.74,18932.935,0.0101428089147759,4,10,3,3,3,6,7,5.3,5.9
"10926","Spain","European flat oyster","Atlantic, Northeast",2010,36.4,0.00296416938110749,4.87507938544449e-06,12280,10,10,7,5,7,10,8.2,7.3
"10927","Spain","European flat oyster","Mediterranean and Black Sea",2010,982.57,83.4100169779287,0.000131596339333961,11.78,10,10,7,5,7,10,8.2,7.3
"10928","Spain","European seabass","Atlantic, Eastern Central",2010,112.5,0.861408882082695,1.50672096390798e-05,130.6,10,3,5,5,5,5,5.5,5.7
"10930","Spain","European seabass","Mediterranean and Black Sea",2010,3.98,1.8952380952381,5.33044394342557e-07,2.1,10,3,5,5,5,5,5.5,5.7
"10934","Spain","Gilthead seabream","Atlantic, Northeast",2010,275006.6,1.02700241993308,0.0368318408384939,267776,10,1,1,3,3,1,3.2,4.2
"10935","Spain","Gilthead seabream","Mediterranean and Black Sea",2010,0,0,0,54579,10,1,1,3,3,1,3.2,4.2
"10944","Spain","Kuruma prawn","Atlantic, Northeast",2010,0,0,0,1149.6,1,3,5,5,5,7,4.3,4.8
"10956","Spain","Pacific cupped oyster","Mediterranean and Black Sea",2010,0,0,0,4500,1,10,7,5,7,10,6.7,6.4
"11047","Turkey","Atlantic salmon","Mediterranean and Black Sea",2010,2629.02,9.32276595744681,0.0156374369168943,282,1,3,3,8,5,5,4.2,4.7
"11052","Turkey","Gilthead seabream","Mediterranean and Black Sea",2010,214.08,15.9761194029851,0.00127334995365906,13.4,8,3,3,7,5,6,5.3,5.1
"11055","Turkey","Mediterranean mussel","Mediterranean and Black Sea",2010,69.5,4.79310344827586,0.000413386686188828,14.5,10,10,7,6,7,8,8,6.6
"11056","Turkey","Natantian decapods nei","Mediterranean and Black Sea",2010,242.88,2.14938053097345,0.00144465263800781,113,5,5,5,6,5,5,5.2,5.1
"11064","Turkey","Trouts nei","Mediterranean and Black Sea",2010,1513.67,2.91415424897001,0.00900332410479775,519.42,5,3,3,5,5,5,4.3,4.8
"11070","Ukraine","Mullets nei","Mediterranean and Black Sea",2010,20584.5,1.5,1,13723,5,10,5,5,5,5,5.8,5.6
"11093","United Kingdom","Blue mussel","Atlantic, Northeast",2010,2.95,5.9,0.000114471529572459,0.5,10,10,9,8,8,10,9.2,8.2
"11096","United Kingdom","European flat oyster","Atlantic, Northeast",2010,2529.3,26.8218451749735,0.0981467253381761,94.3,10,10,7,5,7,10,8.2,7.3
"11097","United Kingdom","European seabass","Atlantic, Northeast",2010,203.46,4.29240506329114,0.00789504318874997,47.4,10,3,5,7,5,5,5.8,6
"11104","United Kingdom","Pacific cupped oyster","Atlantic, Northeast",2010,19086.97,19.2797676767677,0.740649034170722,990,1,10,7,5,7,10,6.7,6.7
"11145","Viet Nam","Gracilaria seaweeds","Pacific, Western Central",2010,18504.84,31.96,0.556738976668509,579,10,10,10,5,7,10,8.7,7.9
"11160","Argentina","Pacific cupped oyster","Atlantic, Southwest",2011,233.69,1.94741666666667,0.176990949369485,120,3,10,5,7,7,10,7,6.4
"11164","Australia","Atlantic salmon","Pacific, Southwest",2011,439054.2,11.9757296383176,0.58228233846541,36662,1,1,1,3,5,3,2.3,3.7
"11179","Australia","Southern bluefin tuna","Indian Ocean, Eastern",2011,129195.84,22.2751448275862,0.171342070831353,5800,10,1,1,1,3,1,2.8,4.1
"11202","Brazil","Cupped oysters nei","Atlantic, Southwest",2011,3829.68,0.015523569016745,0.00755655369155075,246701,7,10,7,7,7,10,8,7.1
"11224","Canada","Atlantic cod","Atlantic, Northwest",2011,0,0,0,1.5,10,1,3,3,3,3,3.8,4.7
"11227","Canada","Blue mussel","Atlantic, Northwest",2011,37365,170.827047044301,0.0461838220685473,218.73,10,10,9,8,8,10,9.2,8.2
"11228","Canada","Blue mussel","Pacific, Northeast",2011,10890.97,0.00811698900689398,0.0134614377260507,1341750,10,10,9,8,8,10,9.2,8.2
"11248","Chile","Atlantic salmon","Pacific, Southeast",2011,0,0,0,121458,1,1,1,1,1,2,1.2,2.5
"11275","China","Groupers nei","Pacific, Northwest",2011,640.47,0.492669230769231,0.00147707901864223,1300,9,1,5,5,5,4,4.8,5.3
"11293","China","Red drum","Pacific, Northwest",2011,0,0,0,269,1,1,2,5,4,5,3,4.4
"11355","Denmark","European eel","Atlantic, Northeast",2011,8801.28,8801.28,0.0492224129624032,1,10,3,3,3,6,7,5.3,5.9
"11383","France","Atlantic salmon","Atlantic, Northeast",2011,114800.01,115.985380589626,0.101604980633234,989.78,10,3,2,5,5,3,4.7,4.8
"11384","France","Blue mussel","Atlantic, Northeast",2011,256035.02,2.23027020905923,0.226606541659096,114800,10,10,9,8,7,10,9,8.1
"11385","France","Blue mussel","Mediterranean and Black Sea",2011,1078.16,0.0210549338957564,0.000954237076456069,51207,10,10,9,8,7,10,9,8.1
"11392","France","European flat oyster","Mediterranean and Black Sea",2011,0,0,0,10,10,10,7,5,7,10,8.2,7.3
"11394","France","European seabass","Mediterranean and Black Sea",2011,131.79,1.44824175824176,0.000116642153582163,91,10,3,5,7,5,5,5.8,5.7
"11396","France","Gilthead seabream","Atlantic, Northeast",2011,292.27,63.5369565217391,0.000258676699502685,4.6,10,1,1,5,3,1,3.5,4.3
"11397","France","Gilthead seabream","Mediterranean and Black Sea",2011,6.8,0.2,6.01841296273398e-06,34,10,1,1,5,3,1,3.5,4.3
"11411","France","Pacific cupped oyster","Mediterranean and Black Sea",2011,0,0,0,490,1,10,10,5,5,1,5.3,6.2
"11439","Greece","European flat oyster","Mediterranean and Black Sea",2011,16724.15,151.899636693915,0.137900414926127,110.1,10,10,7,5,7,10,8.2,7.3
"11440","Greece","European seabass","Mediterranean and Black Sea",2011,30676.6,19.9328135152697,0.252946539496645,1539,10,3,5,5,5,1,4.8,5
"11441","Greece","Flathead grey mullet","Mediterranean and Black Sea",2011,3910.44,0.415562167906482,0.0322438688091008,9410,10,3,5,5,5,3,5.2,5.7
"11442","Greece","Gilthead seabream","Mediterranean and Black Sea",2011,1580.7,0.978155940594059,0.0130337975845546,1616,10,1,1,3,3,1,3.2,4.1
"11443","Greece","Kuruma prawn","Mediterranean and Black Sea",2011,659.3,3.40547520661157,0.00543631476402659,193.6,1,3,5,5,5,5,4,4.6
"11454","Iceland","Abalones nei","Atlantic, Northeast",2011,0,0,0,70,3,7,7,7,7,5,6,6.4
"11461","Iceland","Haddock","Atlantic, Northeast",2011,800,41.025641025641,0.00667783478886481,19.5,10,3,5,8,7,5,6.3,6.9
"11462","Iceland","Rainbow trout","Atlantic, Northeast",2011,2500.76,3.12595,0.020874577658252,800,10,5,5,8,6,5,6.5,7
"11463","Iceland","Spotted wolffish","Atlantic, Northeast",2011,1202.96,2.37739130434783,0.010041460172016,506,10,3,6,8,7,5,6.5,6.9
"11482","Ireland","Atlantic salmon","Atlantic, Northeast",2011,10570.65,14.6407894736842,0.00813388946940923,722,10,3,3,5,5,5,5.2,5.4
"11487","Ireland","European flat oyster","Atlantic, Northeast",2011,335.75,335.75,0.000258352456031952,1,10,10,7,5,7,10,8.2,7.3
"11505","Italy","Cupped oysters nei","Mediterranean and Black Sea",2011,2.36,8.04911323328786e-06,4.69174900868413e-06,293200,5,10,10,10,9,10,9,7.6
"11509","Italy","Gilthead seabream","Mediterranean and Black Sea",2011,690.73,10.1577941176471,0.00137319143761372,68,10,1,3,5,3,1,3.8,4.7
"11540","Japan","Pacific cupped oyster","Pacific, Northwest",2011,83.48,0.0050967702545943,0.000665263249162285,16379,10,10,7,3,5,10,7.5,7.1
"11655","Mexico","Flathead grey mullet","Pacific, Eastern Central",2011,298.34,0.207468706536857,0.000365072464693856,1438,10,3,5,5,5,5,5.5,5.8
"11682","Morocco","Marine fishes nei","Mediterranean and Black Sea",2011,0.41,0.00204386839481555,8.54097431393634e-07,200.6,5,4,5,5,4,5,4.7,5.3
"11702","Namibia","Pacific cupped oyster","Atlantic, Southeast",2011,63618.14,1053.28046357616,0.982984385820754,60.4,1,10,7,4,7,9,6.3,5.5
"11718","Nigeria","Snappers nei","Atlantic, Eastern Central",2011,827248.8,3052.57859778598,1,271,5,7,3,3,4,3,4.2,4.9
"11720","Norway","Atlantic cod","Atlantic, Northeast",2011,0,0,0,2775,10,1,3,3,3,1,3.5,4.6
"11751","Peru","False abalone","Pacific, Southeast",2011,3.9,0.0138028667492479,0.000619939150587988,282.55,10,10,7,7,7,5,7.7,7.2
"11756","Peru","Pacific cupped oyster","Pacific, Southeast",2011,309.43,2.09640921409214,0.0491866080426773,147.6,1,10,10,5,7,10,7.2,6.5
"11758","Peru","Whiteleg shrimp","Pacific, Southeast",2011,3434.91,333.48640776699,0.546009022499022,10.3,10,3,1,5,3,3,4.2,4.5
"11759","Philippines","Banana prawn","Pacific, Western Central",2011,0,0,0,2842.7,10,4,5,1,3,1,4,4.3
"11763","Philippines","Giant tiger prawn","Pacific, Western Central",2011,0,0,0,1306124,10,1,1,1,1,1,2.5,3.5
"11783","Portugal","Common cuttlefish","Atlantic, Northeast",2011,453.54,3.23957142857143,0.000758106266125889,140,10,5,5,6,7,7,6.7,6.5
"11784","Portugal","Common edible cockle","Atlantic, Northeast",2011,3183.56,56.646975088968,0.00532141990692714,56.2,10,10,7,6,9,6,8,6.9
"11785","Portugal","Common sole","Atlantic, Northeast",2011,164607.66,408.455732009926,0.275146841509723,403,10,5,3,6,4,5,5.5,5.8
"11788","Portugal","Flat and cupped oysters nei","Atlantic, Northeast",2011,417.48,549.315789473684,0.000697830850602452,0.76,10,10,7,6,7,9,8.2,7
"11789","Portugal","Gilthead seabream","Atlantic, Northeast",2011,323493.2,6221.02307692308,0.540728980837667,52,10,3,3,6,4,3,4.8,5.3
"11792","Portugal","Grooved carpet shell","Atlantic, Northeast",2011,200,4.70809792843691,0.000334306242503809,42.48,10,10,7,7,8,9,8.5,7.3
"11794","Portugal","Marine molluscs nei","Atlantic, Northeast",2011,0,0,0,31.2,5,5,5,6,4,5,5,5.3
"11796","Portugal","Octopuses nei","Atlantic, Northeast",2011,67.35,0.00113128632378137,0.000112577627163158,59534,5,5,5,6,8,5,5.7,5.7
"11800","Portugal","Sargo breams nei","Atlantic, Northeast",2011,3274.29,28.2266379310345,0.00547307793383899,116,6,3,3,6,4,3,4.2,4.8
"11801","Portugal","Sea mussels nei","Atlantic, Northeast",2011,0,0,0,1829.46,5,10,7,6,7,8,7.2,6.5
"11850","Saudi Arabia","Flathead grey mullet","Indian Ocean, Western",2011,440522.72,686.108338784537,0.842302200454066,642.06,10,3,5,5,5,5,5.5,5.7
"11851","Saudi Arabia","Giant tiger prawn","Indian Ocean, Western",2011,250.45,0.00301224381795439,0.000478873339617355,83144,10,1,1,3,5,1,3.5,4.2
"11909","South Africa","Giant tiger prawn","Atlantic, Southeast",2011,500.91,0.0291343620405861,0.00736576784721976,17193.1,1,3,3,7,5,5,4,4.7
"11914","South Africa","Mediterranean mussel","Atlantic, Southeast",2011,819.66,2.2895530726257,0.0120529142433813,358,1,10,7,7,7,9,6.8,6.2
"11915","South Africa","Mullets nei","Atlantic, Southeast",2011,2979.85,78.4171052631579,0.0438180178465948,38,5,5,4,6,5,6,5.2,5.4
"11916","South Africa","Pacific cupped oyster","Atlantic, Southeast",2011,225.74,0.114997452878248,0.00331945545872789,1963,1,10,7,7,7,9,6.8,6.1
"11917","South Africa","Perlemoen abalone","Atlantic, Southeast",2011,20306.42,1160.36685714286,0.298601296696293,17.5,10,5,7,6,7,8,7.2,6.7
"11918","South Africa","Red bait","Atlantic, Southeast",2011,168.23,0.00650038639876352,0.00247378396306279,25880,1,5,4,7,5,6,4.7,5
"11919","South Africa","Sea mussels nei","Atlantic, Southeast",2011,0,0,0,6600.8,5,10,7,7,7,8,7.3,6.5
"11937","Spain","Cupped oysters nei","Atlantic, Northeast",2011,289.73,26.5807339449541,3.85197827981485e-05,10.9,5,10,10,7,8,10,8.3,7.2
"11939","Spain","European eel","Atlantic, Northeast",2011,90069.96,22517.49,0.0119748569214024,4,10,3,3,3,6,7,5.3,5.9
"11942","Spain","European seabass","Atlantic, Eastern Central",2011,112.5,0.928217821782178,1.4956944620135e-05,121.2,10,3,5,5,5,5,5.5,5.7
"11944","Spain","European seabass","Mediterranean and Black Sea",2011,9.48,4.289592760181,1.26037186665671e-06,2.21,10,3,5,5,5,5,5.5,5.7
"11948","Spain","Gilthead seabream","Atlantic, Northeast",2011,264481.9,0.941143042181751,0.0351630322784718,281022,10,1,1,3,3,1,3.2,4.2
"11949","Spain","Gilthead seabream","Mediterranean and Black Sea",2011,0,0,0,58472,10,1,1,3,3,1,3.2,4.2
"11958","Spain","Kuruma prawn","Atlantic, Northeast",2011,0,0,0,754,1,3,5,5,5,7,4.3,4.8
"11969","Spain","Pacific cupped oyster","Atlantic, Northeast",2011,25500,19465.6488549618,0.00339024078056393,1.31,1,10,7,5,7,10,6.7,6.4
"11970","Spain","Pacific cupped oyster","Mediterranean and Black Sea",2011,0,0,0,8500,1,10,7,5,7,10,6.7,6.4
"12061","Turkey","Atlantic salmon","Mediterranean and Black Sea",2011,1953.26,9.16937376772134,0.0090304242717329,213.02,1,3,3,8,5,5,4.2,4.7
"12066","Turkey","Gilthead seabream","Mediterranean and Black Sea",2011,68.37,18.9916666666667,0.00031609212673089,3.6,8,3,3,7,5,6,5.3,5.1
"12069","Turkey","Mediterranean mussel","Mediterranean and Black Sea",2011,25.85,4.97115384615385,0.000119511210706355,5.2,10,10,7,6,7,8,8,6.6
"12070","Turkey","Natantian decapods nei","Mediterranean and Black Sea",2011,257.38,2.30834080717489,0.00118993405847589,111.5,5,5,5,6,5,5,5.2,5.1
"12078","Turkey","Trouts nei","Mediterranean and Black Sea",2011,1182.75,3.84997233162983,0.00546815800630335,307.21,5,3,3,5,5,5,4.3,4.8
"12082","Ukraine","Flatfishes nei","Mediterranean and Black Sea",2011,193.09,27.9840579710145,0.00717393590085115,6.9,5,3,3,6,5,6,3.8,4.4
"12110","United Kingdom","European flat oyster","Atlantic, Northeast",2011,995.41,28.0081598199212,0.0313541228965954,35.54,10,10,7,5,7,10,8.2,7.3
"12111","United Kingdom","European seabass","Atlantic, Northeast",2011,293.16,4.29979466119097,0.00923415946028864,68.18,10,3,5,7,5,5,5.8,6
"12159","Viet Nam","Gracilaria seaweeds","Pacific, Western Central",2011,21414.96,35.28,0.523193020105895,607,10,10,10,5,7,10,8.7,7.9
"12172","Argentina","Blue mussel","Atlantic, Southwest",2012,206.63,3.97365384615385,0.683209892871313,52,10,10,7,5,7,10,8.2,7.1
"12174","Argentina","Pacific cupped oyster","Atlantic, Southwest",2012,44.15,1.766,0.145979367808491,25,3,10,5,7,7,10,7,6.4
"12175","Argentina","River Plata mussel","Atlantic, Southwest",2012,51.66,3.97384615384615,0.170810739320196,13,7,10,7,5,7,10,7.7,7
"12178","Australia","Atlantic salmon","Pacific, Southwest",2012,530050.44,12.0515310808967,0.622364313391011,43982,1,1,1,3,5,3,2.3,3.7
"12193","Australia","Southern bluefin tuna","Indian Ocean, Eastern",2012,155373.55,21.9237406518978,0.182433492112324,7087,10,1,1,1,3,1,2.8,4.1
"12216","Brazil","Cupped oysters nei","Atlantic, Southwest",2012,3548.26,0.011497888859725,0.0074643285199866,308601,7,10,7,7,7,10,8,7.1
"12237","Canada","Atlantic bluefin tuna","Atlantic, Northwest",2012,0,0,0,28,10,10,5,1,3,1,5,5
"12238","Canada","Atlantic cod","Atlantic, Northwest",2012,0,0,0,0.5,10,1,3,3,3,3,3.8,4.7
"12241","Canada","Blue mussel","Atlantic, Northwest",2012,45772.25,96.3808932218736,0.0533161287292563,474.91,10,10,9,8,8,10,9.2,8.2
"12242","Canada","Blue mussel","Pacific, Northeast",2012,8921.97,0.00509474591853633,0.0103924299338259,1751210,10,10,9,8,8,10,9.2,8.2
"12262","Chile","Atlantic salmon","Pacific, Southeast",2012,0,0,0,128983,1,1,1,1,1,2,1.2,2.5
"12289","China","Groupers nei","Pacific, Northwest",2012,841,0.442166140904311,0.00182842944281015,1902,9,1,5,5,5,4,4.8,5.3
"12307","China","Red drum","Pacific, Northwest",2012,0,0,0,894.9,1,1,2,5,4,5,3,4.4
"12397","France","Atlantic salmon","Atlantic, Northeast",2012,134031,220.95450049456,0.118704623474719,606.6,10,3,2,5,5,3,4.7,4.8
"12398","France","Blue mussel","Atlantic, Northeast",2012,263465,1.96570196447091,0.233337911556035,134031,10,10,9,8,7,10,9,8.1
"12399","France","Blue mussel","Mediterranean and Black Sea",2012,659.05,0.0125073539179777,0.000583687968462623,52693,10,10,9,8,7,10,9,8.1
"12406","France","European flat oyster","Mediterranean and Black Sea",2012,0,0,0,7,10,10,7,5,7,10,8.2,7.3
"12408","France","European seabass","Mediterranean and Black Sea",2012,68.62,1.12491803278689,6.07733379802825e-05,61,10,3,5,7,5,5,5.8,5.7
"12410","France","Gilthead seabream","Atlantic, Northeast",2012,809.91,404.955,0.000717297204366229,2,10,1,1,5,3,1,3.5,4.3
"12425","France","Pacific cupped oyster","Mediterranean and Black Sea",2012,0,0,0,397.1,1,10,10,5,5,1,5.3,6.2
"12453","Greece","European flat oyster","Mediterranean and Black Sea",2012,16580.75,78.2110849056604,0.131275369618854,212,10,10,7,5,7,10,8.2,7.3
"12454","Greece","European seabass","Mediterranean and Black Sea",2012,29370,17.8758368837492,0.232532159625212,1643,10,3,5,5,5,1,4.8,5
"12455","Greece","Flathead grey mullet","Mediterranean and Black Sea",2012,4589.26,0.515647191011236,0.0363347136153082,8900,10,3,5,5,5,3,5.2,5.7
"12456","Greece","Gilthead seabream","Mediterranean and Black Sea",2012,2347.13,1.05158154121864,0.0185830169499872,2232,10,1,1,3,3,1,3.2,4.1
"12457","Greece","Kuruma prawn","Mediterranean and Black Sea",2012,38.86,0.111956208585422,0.000307667678686951,347.1,1,3,5,5,5,5,4,4.6
"12475","Iceland","Haddock","Atlantic, Northeast",2012,900,45,0.00710219089963137,20,10,3,5,8,7,5,6.3,6.9
"12477","Iceland","Spotted wolffish","Atlantic, Northeast",2012,1447.15,37.1064102564103,0.0114199284004461,39,10,3,6,8,7,5,6.5,6.9
"12496","Ireland","Atlantic salmon","Atlantic, Northeast",2012,9834.64,14.5482840236686,0.007801172863407,676,10,3,3,5,5,5,5.2,5.4
"12501","Ireland","European flat oyster","Atlantic, Northeast",2012,285.72,420.176470588235,0.000226642877678558,0.68,10,10,7,5,7,10,8.2,7.3
"12519","Italy","Cupped oysters nei","Mediterranean and Black Sea",2012,2.68,9.63827690625697e-06,5.62263732531142e-06,278058,5,10,10,10,9,10,9,7.6
"12523","Italy","Gilthead seabream","Mediterranean and Black Sea",2012,2646.18,69.6363157894737,0.0055516829990644,38,10,1,3,5,3,1,3.8,4.7
"12663","Mexico","Abalones nei","Pacific, Eastern Central",2012,308.54,15427,0.000361819736327297,0.02,5,10,1,7,5,3,5.2,4.6
"12669","Mexico","Flathead grey mullet","Pacific, Eastern Central",2012,236.13,0.136412478336222,0.000276905731311871,1731,10,3,5,5,5,5,5.5,5.8
"12695","Morocco","Gilthead seabream","Mediterranean and Black Sea",2012,1848.04,92402,0.0031078558707203,0.02,10,3,4,5,4,5,5.2,5.5
"12696","Morocco","Marine fishes nei","Mediterranean and Black Sea",2012,0.28,0.00175219023779725,4.70877060995262e-07,159.8,5,4,5,5,4,5,4.7,5.3
"12716","Namibia","Pacific cupped oyster","Atlantic, Southeast",2012,71181.1,988.626388888889,0.985112956166472,72,1,10,7,4,7,9,6.3,5.5
"12732","Nigeria","Snappers nei","Atlantic, Eastern Central",2012,686306.44,3466.19414141414,1,198,5,7,3,3,4,3,4.2,4.9
"12734","Norway","Atlantic cod","Atlantic, Northeast",2012,0,0,0,2453,10,1,3,3,3,1,3.5,4.6
"12765","Peru","False abalone","Pacific, Southeast",2012,0,0,0,127.19,10,10,7,7,7,5,7.7,7.2
"12770","Peru","Pacific cupped oyster","Pacific, Southeast",2012,282.83,3.72144736842105,0.0613797698285759,76,1,10,10,5,7,10,7.2,6.5
"12772","Peru","Whiteleg shrimp","Pacific, Southeast",2012,2880.3,168.045507584597,0.625082738879352,17.14,10,3,1,5,3,3,4.2,4.5
"12773","Philippines","Banana prawn","Pacific, Western Central",2012,0,0,0,2559.2,10,4,5,1,3,1,4,4.3
"12777","Philippines","Giant tiger prawn","Pacific, Western Central",2012,0,0,0,1419956,10,1,1,1,1,1,2.5,3.5
"12797","Portugal","Common cuttlefish","Atlantic, Northeast",2012,401.1,2.865,0.000633686599525378,140,10,5,5,6,7,7,6.7,6.5
"12798","Portugal","Common edible cockle","Atlantic, Northeast",2012,4426.61,85.1271153846154,0.0069934765353404,52,10,10,7,6,9,6,8,6.9
"12799","Portugal","Common sole","Atlantic, Northeast",2012,150544.4,290.066281310212,0.237840859919193,519,10,5,3,6,4,5,5.5,5.8
"12802","Portugal","Flat and cupped oysters nei","Atlantic, Northeast",2012,4378.19,757.4723183391,0.0069169791403042,5.78,10,10,7,6,7,9,8.2,7
"12803","Portugal","Gilthead seabream","Atlantic, Northeast",2012,322178.25,606.396103896104,0.509000348251152,531.3,10,3,3,6,4,3,4.8,5.3
"12806","Portugal","Grooved carpet shell","Atlantic, Northeast",2012,200,3.98565165404544,0.000315974370244517,50.18,10,10,7,7,8,9,8.5,7.3
"12808","Portugal","Marine molluscs nei","Atlantic, Northeast",2012,0,0,0,26.57,5,5,5,6,4,5,5,5.3
"12810","Portugal","Octopuses nei","Atlantic, Northeast",2012,33.8,0.00046438139726592,5.33996685713233e-05,72785,5,5,5,6,8,5,5.7,5.7
"12814","Portugal","Sargo breams nei","Atlantic, Northeast",2012,3236.65,0.33271484375,0.00511349222725957,9728,6,3,3,6,4,3,4.2,4.8
"12815","Portugal","Sea mussels nei","Atlantic, Northeast",2012,0,0,0,1664.1,5,10,7,6,7,8,7.2,6.5
"12864","Saudi Arabia","Flathead grey mullet","Indian Ocean, Western",2012,409909.66,466.984506368338,0.774172221364674,877.78,10,3,5,5,5,5,5.5,5.7
"12865","Saudi Arabia","Giant tiger prawn","Indian Ocean, Western",2012,231.4,0.00289318713194384,0.000437031545008687,79981,10,1,1,3,5,1,3.5,4.2
"12874","Senegal","Gasar cupped oyster","Atlantic, Eastern Central",2012,0,0,0,0.3,10,10,7,4,7,8,7.7,6.5
"12923","South Africa","Giant tiger prawn","Atlantic, Southeast",2012,385.67,0.0232169086662332,0.00754052442883954,16611.6,1,3,3,7,5,5,4,4.7
"12929","South Africa","Mullets nei","Atlantic, Southeast",2012,3597.91,102.797428571429,0.0703454462306274,35,5,5,4,6,5,6,5.2,5.4
"12930","South Africa","Pacific cupped oyster","Atlantic, Southeast",2012,237.06,0.0956272690601049,0.0046349384735673,2479,1,10,7,7,7,9,6.8,6.1
"12931","South Africa","Perlemoen abalone","Atlantic, Southeast",2012,14953.84,830.768888888889,0.292373780239474,18,10,5,7,6,7,8,7.2,6.7
"12932","South Africa","Red bait","Atlantic, Southeast",2012,164.5,0.0114410905550146,0.00321626330423446,14378,1,5,4,7,5,6,4.7,5
"12933","South Africa","Sea mussels nei","Atlantic, Southeast",2012,0,0,0,6510,5,10,7,7,7,8,7.3,6.5
"12951","Spain","Cupped oysters nei","Atlantic, Northeast",2012,170.46,11.4402684563758,2.26853289567266e-05,14.9,5,10,10,7,8,10,8.3,7.2
"12953","Spain","European eel","Atlantic, Northeast",2012,74403.41,2400.11,0.00990182935206032,31,10,3,3,3,6,7,5.3,5.9
"12962","Spain","Gilthead seabream","Atlantic, Northeast",2012,290553.6,1.02000168506193,0.0386677460727511,284856,10,1,1,3,3,1,3.2,4.2
"12963","Spain","Gilthead seabream","Mediterranean and Black Sea",2012,0,0,0,74583,10,1,1,3,3,1,3.2,4.2
"12972","Spain","Kuruma prawn","Atlantic, Northeast",2012,0,0,0,1206,1,3,5,5,5,7,4.3,4.8
"12984","Spain","Pacific cupped oyster","Mediterranean and Black Sea",2012,0,0,0,8754,1,10,7,5,7,10,6.7,6.4
"13075","Turkey","Atlantic salmon","Mediterranean and Black Sea",2012,1551.76,6.26973737373737,0.0072767283871188,247.5,1,3,3,8,5,5,4.2,4.7
"13080","Turkey","Gilthead seabream","Mediterranean and Black Sea",2012,761.93,16.9694877505568,0.00357294791720203,44.9,8,3,3,7,5,6,5.3,5.1
"13083","Turkey","Mediterranean mussel","Mediterranean and Black Sea",2012,24.57,4.914,0.000115217054487491,5,10,10,7,6,7,8,8,6.6
"13084","Turkey","Natantian decapods nei","Mediterranean and Black Sea",2012,234.23,2.29637254901961,0.00109838382875885,102,5,5,5,6,5,5,5.2,5.1
"13092","Turkey","Trouts nei","Mediterranean and Black Sea",2012,1567.64,5.25066988210075,0.00735119508737364,298.56,5,3,3,5,5,5,4.3,4.8
"13096","Ukraine","Flatfishes nei","Mediterranean and Black Sea",2012,233.02,22.6233009708738,0.00767063222969103,10.3,5,3,3,6,5,6,3.8,4.4
"13118","United Kingdom","Atlantic cod","Atlantic, Northeast",2012,2.65,2.65,0.000106059435707771,1,10,1,3,3,3,1,3.5,4.6
"13121","United Kingdom","Blue mussel","Atlantic, Northeast",2012,3.21,6.42,0.000128471995706394,0.5,10,10,9,8,8,10,9.2,8.2
"13124","United Kingdom","European flat oyster","Atlantic, Northeast",2012,1236.23,22.9782527881041,0.0494769268698178,53.8,10,10,7,5,7,10,8.2,7.3
"13125","United Kingdom","European seabass","Atlantic, Northeast",2012,261.97,6.09232558139535,0.0104846756122131,43,10,3,5,7,5,5,5.8,6
"13173","Viet Nam","Gracilaria seaweeds","Pacific, Western Central",2012,16639.44,31.16,0.438135156079053,534,10,10,10,5,7,10,8.7,7.9
